序号,id,项目名称,网址,zbkzj,下浮率,kbjj,投标单位数量,city,province
262,A3311011160012234001001,庆元县屏都综合新区香菇小镇工业区块基础设施配套建设项目土石方工程一标开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/11/23/art_1229662056_188031.html,14384673,12.1,12644127.57,292,丽水市,安徽省
263,A3311011160012193,2022-2025年农村生活污水治理设施提升改造项目（2022年农村生活污水治理设施提升改造项目）——云峰街道范村村至连头村生活污水处理设施提升改造,http://lssggzy.lishui.gov.cn/art/2022/11/23/art_1229662124_188289.html,1868890.517,7.2,1734330.4,43,丽水市,安徽省
264,A3311011160012193001001,2022-2025年农村生活污水治理设施提升改造项目（2022年农村生活污水治理设施提升改造项目）——云峰街道范村村至连头村生活污水处理设施提升改造开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/11/23/art_1229662124_188220.html,1868890.517,7.2,1734330.4,43,丽水市,安徽省
265,A3311011160012225001001,勿忘农种业遂昌仓储中心项目开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/11/22/art_1229662124_188217.html,36358509.01,5.5,34358791.01,190,丽水市,安徽省
266,A3311011160012242001001,莲都区联城中心幼儿园（香樟湾园区）改造工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/11/21/art_1229661852_188208.html,6375109.001,4.9,6062728.66,121,丽水市,安徽省
267,A3311011160011616,国网浙江丽水供电公司物资周转库,http://lssggzy.lishui.gov.cn/art/2022/11/21/art_1229661812_188559.html,18209875.4,8.4,16680245.87,143,丽水市,安徽省
268,A3311011160011664,丽水南城江南路中学南侧支路工程,http://lssggzy.lishui.gov.cn/art/2022/11/21/art_1229661812_188551.html,5320955.075,6.6,4969772.04,126,丽水市,安徽省
269,A3311011160012209001001,云和县实验小学改扩建工程（一期）开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/11/21/art_1229661989_188088.html,34695591.88,5.2,32891421.1,217,丽水市,安徽省
270,A3311011160011748,2022年中心城区口袋公园微改造项目,http://lssggzy.lishui.gov.cn/art/2022/11/21/art_1229661812_188440.html,5133327.59,8.7,4686728.09,115,丽水市,安徽省
271,A3311011160011424,寿元路(市场1#路-好溪路)道路工程,http://lssggzy.lishui.gov.cn/art/2022/11/21/art_1229661812_188581.html,13791653.56,8.6,12605571.35,144,丽水市,安徽省
272,A3311011160012220001001,缙云县东渡幼儿园（暂名)工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/11/21/art_1229662089_187966.html,28175056.15,9.9,25385725.59,188,丽水市,安徽省
273,A3311011160011422,常宅路(河堤路-平东路)道路工程,http://lssggzy.lishui.gov.cn/art/2022/11/21/art_1229661812_188582.html,10880383.38,6.5,10173158.46,156,丽水市,安徽省
274,A3311011160012214,丽水职业技术学院双高校建筑提升工程（农林生态综合实训基地及体育设施提升项目）,http://lssggzy.lishui.gov.cn/art/2022/11/18/art_1229661812_188282.html,39303150.29,4.6,37495205.38,29,丽水市,安徽省
275,A3311011160012183001001,遂昌县颐养中心二期项目开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/11/18/art_1229662124_188213.html,37031299.48,4.6,35327859.7,190,丽水市,安徽省
276,A3311011160012214001001,丽水职业技术学院双高校建筑提升工程（农林生态综合实训基地及体育设施提升项目）开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/11/18/art_1229661812_188265.html,39303150.29,4.6,37495205.38,29,丽水市,安徽省
277,A3311011160012199001001,青田县2023年普通国省道及县道公路小修保养总承包项目开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/11/17/art_1229661956_188542.html,19856092.98,2,19458971.12,5,丽水市,安徽省
278,A3311011160012181001001,丽水经济技术开发区园区基础设施改造提升工程（二期）- - 桥亭路（成大街- - 惠民街）提升改造工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/11/15/art_1229661812_188264.html,13125435,10.8,11707888.02,278,丽水市,安徽省
279,A3311011160012084,丽水南城生态停车场改造提升项目-东扩生态停车场及配套工程,http://lssggzy.lishui.gov.cn/art/2022/11/15/art_1229661812_188336.html,11597175.01,7.1,10773775.58,0,丽水市,安徽省
280,A3311011160012206001001,青田县中医医院北山中心分院医技综合楼项目开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/11/15/art_1229661956_188541.html,17021472.43,5.4,16102312.92,164,丽水市,安徽省
281,A3311011160012181,丽水经济技术开发区园区基础设施改造提升工程（二期）- - 桥亭路（成大街- - 惠民街）提升改造工程,http://lssggzy.lishui.gov.cn/art/2022/11/15/art_1229661812_188291.html,13125435,10.8,11707888.02,278,丽水市,安徽省
282,A3311011160011950,丽水市莲都区南明山街道岑山村经济合作社岑山村职工招待所项目,http://lssggzy.lishui.gov.cn/art/2022/11/14/art_1229661812_188407.html,19808619,9.8,17867374.34,114,丽水市,安徽省
283,A3311011160011899,中山街公交首末站驾驶员宿舍及配套用房,http://lssggzy.lishui.gov.cn/art/2022/11/14/art_1229661812_188416.html,30709768.25,9,27945889.11,141,丽水市,安徽省
284,A3311011160011891,公交站点无障碍改造项目,http://lssggzy.lishui.gov.cn/art/2022/11/14/art_1229661812_188418.html,5112374.002,13.8,4406866.39,74,丽水市,安徽省
285,A3311011160011794,丽水学院松阳校区景观绿化工程,http://lssggzy.lishui.gov.cn/art/2022/11/14/art_1229661812_188431.html,4665268.995,11.4,4133428.33,186,丽水市,安徽省
286,A3311011160012173,遂昌县金竹镇叶村至高坪乡岱岭农村道路改建工程(弃土场变更),http://lssggzy.lishui.gov.cn/art/2022/11/14/art_1229662124_188292.html,1417730.876,3,1375198.95,13,丽水市,安徽省
287,A3311011160012173001001,遂昌县金竹镇叶村至高坪乡岱岭农村道路改建工程(弃土场变更)开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/11/14/art_1229662124_188210.html,1417730.876,3,1375198.95,13,丽水市,安徽省
288,A3311011160011711,丽水市公安局交通警察支队莲都大队白云中队技术业务用房项目,http://lssggzy.lishui.gov.cn/art/2022/11/14/art_1229661812_188448.html,15326143,9.2,13916137.84,130,丽水市,安徽省
289,A3311011160012164001001,畲乡之巅上山头节点提升工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/11/14/art_1229662190_187995.html,4495703.698,11.3,3987689.18,145,丽水市,安徽省
290,A3311011160011731,丽水开发区“双招双引”孵化园二期工程,http://lssggzy.lishui.gov.cn/art/2022/11/14/art_1229661812_188444.html,17458108,6.1,16393163.41,140,丽水市,安徽省
291,A3311011160012071,2022-2025年农村生活污水治理设施提升改造项目（2022年农村生活污水治理设施提升改造项目）-垵口乡桂洋村外蓬、石仓村仓库坛、垵口村垵口、乐山头村生活污水处理设施提升改造,http://lssggzy.lishui.gov.cn/art/2022/11/11/art_1229662124_188305.html,3931690,6.4,3680061.84,86,丽水市,安徽省
292,A3311011160012122001001,2022年龙泉市“四好农村路”路况提升工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/11/11/art_1229661923_187776.html,19694440.96,2,19300552.14,8,丽水市,安徽省
293,A3311011160012162001001,青田县船寮镇赤岩工业园区道路网及人行道改造提升工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/11/9/art_1229661956_188539.html,10767059.1,6.6,10056433.2,274,丽水市,安徽省
294,A3311011160012178001001,小山坑(镇区段)景观改造提升项目开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/11/8/art_1229661852_188182.html,4259243,7,3961095.99,119,丽水市,安徽省
295,A3311011160012127001001,缙云县舒洪黄龙国家农村产业融合发展提升项目—舒洪镇振中路北延伸工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/11/4/art_1229662089_187934.html,21219281.67,9.8,19139792.07,148,丽水市,安徽省
296,A3311011160012140001001,遂昌县人民医院迁建工程(遂昌县公共卫生应急防控设施工程)-弱电智能化工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/11/3/art_1229662124_188196.html,37755572,9.4,34206548.23,26,丽水市,安徽省
297,A3311011160012140,遂昌县人民医院迁建工程(遂昌县公共卫生应急防控设施工程)-弱电智能化工程,http://lssggzy.lishui.gov.cn/art/2022/11/3/art_1229662124_188298.html,37755572,9.4,34206548.23,26,丽水市,安徽省
298,A3311011160012084001001,丽水南城生态停车场改造提升项目-东扩生态停车场及配套工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/11/3/art_1229661812_188259.html,11597175.01,7.1,10773775.58,0,丽水市,安徽省
299,A3311011160012075,河湾路(城北街-徐宅路)道路工程,http://lssggzy.lishui.gov.cn/art/2022/11/2/art_1229661812_188338.html,12437592.85,11.2,11044582.45,147,丽水市,安徽省
300,A3311011160012086,丽水南城余庄前机场迁建安置小区工程,http://lssggzy.lishui.gov.cn/art/2022/11/2/art_1229661812_188335.html,17138576,8,15767489.92,149,丽水市,安徽省
301,A3311011160012141001001,景宁畲族自治县公共交通综合城市停车场工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/11/1/art_1229662190_187980.html,63813028.37,9.2,57942229.76,21,丽水市,安徽省
302,A3311011160012133001001,2021年美丽县城建设项目—缙云县鼎湖隧道景观提升工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/11/1/art_1229662089_187919.html,7568106.609,6.8,7053475.36,197,丽水市,安徽省
303,A3311011160012071001001,2022-2025年农村生活污水治理设施提升改造项目（2022年农村生活污水治理设施提升改造项目）-垵口乡桂洋村外蓬、石仓村仓库坛、垵口村垵口、乐山头村生活污水处理设施提升改造开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/11/1/art_1229662124_188192.html,3931690,6.4,3680061.84,86,丽水市,安徽省
304,A3311011160012117001001,遂昌县杂交水稻制种全链条服务项目(金竹)开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/10/31/art_1229662124_188199.html,10309549.41,6.2,9670357.35,94,丽水市,安徽省
305,A3311011160012117,遂昌县杂交水稻制种全链条服务项目(金竹),http://lssggzy.lishui.gov.cn/art/2022/10/31/art_1229662124_188302.html,10309549.41,6.2,9670357.35,94,丽水市,安徽省
306,A3311011160012099001001,丽缙智能装备高新技术产业园区特色产业园工程一期-市政道路项目I标段开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/10/26/art_1229662089_187905.html,14665003.52,14.4,12553243.01,141,丽水市,安徽省
307,A3311011160012097001001,丽缙智能装备高新技术产业园区特色产业园工程一期-标准厂房项目开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/10/26/art_1229662089_187912.html,324221724.3,5.7,305741086,53,丽水市,安徽省
308,A3311011160011530,浙江东盾贸易有限公司室外管网改造工程(一期),http://lssggzy.lishui.gov.cn/art/2022/10/26/art_1229661812_188568.html,7732533.998,13.7,6673176.84,159,丽水市,安徽省
309,A3311011160011992001001,2023年景宁县普通国道、县道公路日常养护与小修保养总承包项目开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/10/25/art_1229662190_187971.html,8019392.602,2,7859004.75,5,丽水市,安徽省
310,A3311011160012066002001,青田县城市天然气利用工程一期（中部组团气源站）开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/10/24/art_1229661956_188533.html,6489401.834,8.4,5944292.08,73,丽水市,安徽省
311,A3311011160012093001001,莲都区岩泉街道双黄卫生院迁建项目开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/10/24/art_1229661852_188151.html,12323951,6.9,11473598.38,136,丽水市,安徽省
312,A3311011160012091001001,青田腊口镇大搬快聚安置点基础设施工程（龙山头农产品加工园一期）开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/10/24/art_1229661956_188534.html,4943762.439,9.8,4459273.72,86,丽水市,安徽省
313,A3311011160012072001001,遂昌县“四好农村路”建设-2022年农村公路改建工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/10/21/art_1229662124_188190.html,39424299.38,3,38241570.4,11,丽水市,安徽省
314,A3311011160012092001001,缙云县舒洪镇污水处理微动力提升 （扩建）工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/10/21/art_1229662089_187888.html,3972182.519,8.7,3626602.64,53,丽水市,安徽省
315,A3311011160012072,遂昌县“四好农村路”建设-2022年农村公路改建工程,http://lssggzy.lishui.gov.cn/art/2022/10/21/art_1229662124_188304.html,39424299.38,3,38241570.4,11,丽水市,安徽省
316,A3311011160012095001001,碧湖镇通济路路口改造工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/10/21/art_1229661852_188142.html,9843277.003,6.9,9164090.89,89,丽水市,安徽省
317,A3311011160012096001001,九龙国家湿地公园文化创作基地项目-土石方（基坑支护）工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/10/21/art_1229661852_188140.html,10397932.39,10.5,9306149.49,110,丽水市,安徽省
318,A3311011160012086001001,丽水南城余庄前机场迁建安置小区工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/10/20/art_1229661812_188255.html,17138576,8,15767489.92,149,丽水市,安徽省
319,A3311011160012033001001,2022年青田县县道提升改造工程和2022年青田县农村公路安全生命防护工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/10/20/art_1229661956_188532.html,44028422.37,1,43588138.15,4,丽水市,安徽省
320,A3311011160012075001001,河湾路(城北街-徐宅路)道路工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/10/19/art_1229661812_188254.html,12437592.85,11.2,11044582.45,147,丽水市,安徽省
321,A3311011160012076001001,景宁县溪口大桥复建工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/10/18/art_1229662190_187942.html,48778094.39,2,47802532.5,5,丽水市,安徽省
322,A3311011160011973001001,环西路延伸段道路工程(通济路-江滨路)开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/10/18/art_1229661852_188128.html,12379703,7.6,11438845.57,107,丽水市,安徽省
323,A3311011160012074,二中东侧道路（城北路-寿元路）道路工程,http://lssggzy.lishui.gov.cn/art/2022/10/18/art_1229661812_188350.html,18233431.28,8,16774756.78,152,丽水市,安徽省
324,A3311011160012074001001,二中东侧道路（城北路-寿元路）道路工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/10/18/art_1229661812_188252.html,18233431.28,8,16774756.78,152,丽水市,安徽省
325,A3311011160011926001001,南明山街道精品村庄建设工程-叶村村开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/10/17/art_1229661812_188250.html,4859836.999,6.7,4534227.92,78,丽水市,安徽省
326,A3311011160011926,南明山街道精品村庄建设工程-叶村村,http://lssggzy.lishui.gov.cn/art/2022/10/17/art_1229661812_188413.html,4859836.999,6.7,4534227.92,78,丽水市,安徽省
327,A3311011160012051001001,景宁县高水平建设“四好农村路”九龙乡岭里至底岸联网公路工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/10/15/art_1229662190_187933.html,5183218.808,1,5131386.62,105,丽水市,安徽省
328,A3311011160012070001001,松阳县茶香小镇茶叶精深加工区项目开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/10/14/art_1229662157_188075.html,19047414,6,17904569.16,120,丽水市,安徽省
329,A3311011160012057,遂昌县后江区块市政配套工程,http://lssggzy.lishui.gov.cn/art/2022/10/14/art_1229662124_188307.html,47411850.2,6.3,44424903.64,24,丽水市,安徽省
330,A3311011160012029001001,灵山未来学校新建工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/10/14/art_1229661812_188248.html,231306139.1,4.2,221591281.3,47,丽水市,安徽省
331,A3311011160012057001001,遂昌县后江区块市政配套工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/10/14/art_1229662124_188183.html,47411850.2,6.3,44424903.64,24,丽水市,安徽省
332,A3311011160012013,遂昌县湖山乡湖山村创业综合楼（一期）,http://lssggzy.lishui.gov.cn/art/2022/10/13/art_1229662124_188312.html,8989014.752,7.4,8323827.66,84,丽水市,安徽省
333,A3311011160012013001001,遂昌县湖山乡湖山村创业综合楼（一期）开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/10/13/art_1229662124_188180.html,8989014.752,7.4,8323827.66,84,丽水市,安徽省
334,A3311011160012017001001,青田县温溪镇横溪流域工业园区市政配套工程(汛桥-呈岙段)北段开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/10/12/art_1229661956_188531.html,21880727.11,9.7,19758296.58,165,丽水市,安徽省
335,A3311011160011970003001,遂昌县第六批（2018年度）历史文化村落保护利用重点村（湖山乡福罗淤村）三期项目开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/10/12/art_1229662124_188177.html,659273.0033,8.1,605871.89,12,丽水市,安徽省
336,A3311011160011892,2022-2025年农村生活污水治理设施提升改造项目（2022年农村生活污水治理设施提升改造项目）-垵口乡大山村三宝栏和大山生活污水处理设施提升改造,http://lssggzy.lishui.gov.cn/art/2022/10/12/art_1229662124_188316.html,1135001,6,1066900.94,21,丽水市,安徽省
337,A3311011160011970,遂昌县第六批（2018年度）历史文化村落保护利用重点村（湖山乡福罗淤村）三期项目,http://lssggzy.lishui.gov.cn/art/2022/10/12/art_1229662124_188308.html,659273.0033,8.1,605871.89,12,丽水市,安徽省
338,A3311011160012010001001,景宁畲族自治县标准化矿产资源综合利用基地项目场地平整工程二期开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/10/11/art_1229662190_187925.html,18781993.77,9.6,16978922.37,401,丽水市,安徽省
339,A3311011160011901001001,青田县第二人民医院迁建工程—智能化工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/10/11/art_1229661956_188530.html,13300301.88,6.2,12475683.16,39,丽水市,安徽省
340,A3311011160012004001001,遂昌县学前教育补短提升工程—石练镇中心幼儿园开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/10/11/art_1229662124_188174.html,28430098.69,6.8,26496851.98,124,丽水市,安徽省
341,A3311011160012020001001,莲都区岩泉垃圾中转站新建项目开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/10/11/art_1229661852_188125.html,5948777.005,5.5,5621594.27,62,丽水市,安徽省
342,A3311011160012061,丽水市城市风廊及配套设施（和平路中段西侧区块及地下停车场一期）工程,http://lssggzy.lishui.gov.cn/art/2022/10/11/art_1229661812_188385.html,164000000,7.25,152110000,108,丽水市,安徽省
343,A3311011160012004,遂昌县学前教育补短提升工程—石练镇中心幼儿园,http://lssggzy.lishui.gov.cn/art/2022/10/11/art_1229662124_188313.html,28430098.69,6.8,26496851.98,124,丽水市,安徽省
344,A3311011160012061001001,丽水市城市风廊及配套设施（和平路中段西侧区块及地下停车场一期）工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/10/11/art_1229661812_188244.html,164000000,7.25,152110000,108,丽水市,安徽省
345,A3311011160012046001001,松阳县经济开发区配套设施项目（一期）—双创产业园一期第Ⅰ标段开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/10/11/art_1229662157_188070.html,79156253.01,8.5,72427971.5,153,丽水市,安徽省
346,A3311011160012026001001,莲都区城北小学游泳馆建设工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/10/9/art_1229661852_188117.html,22427815,5,21306424.25,96,丽水市,安徽省
347,A3311011160012022001001,船寮舒庄村至东源武陵村连接大桥工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/10/9/art_1229661956_188528.html,14439010.88,8.7,13182816.93,62,丽水市,安徽省
348,A3311011160011892002001,2022-2025年农村生活污水治理设施提升改造项目（2022年农村生活污水治理设施提升改造项目）-垵口乡大山村三宝栏和大山生活污水处理设施提升改造开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/10/9/art_1229662124_188171.html,1135001,6,1066900.94,21,丽水市,安徽省
349,A3311011160012028,卢镗街（大洋路—紫金路）改造工程,http://lssggzy.lishui.gov.cn/art/2022/10/9/art_1229661812_188399.html,36638226.93,7.3,33963636.36,137,丽水市,安徽省
350,A3311011160012028001001,卢镗街（大洋路—紫金路）改造工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/10/9/art_1229661812_188241.html,36638226.93,7.3,33963636.36,137,丽水市,安徽省
351,A3311011160011800001001,丽水市陈道门未来社区项目开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/10/8/art_1229661812_188240.html,9188265.005,8.5,8407262.48,110,丽水市,安徽省
352,A3311011160011883001001,马岭头隧道基础设施配套工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/10/8/art_1229662190_187913.html,6579013.509,10.8,5868480.05,68,丽水市,安徽省
353,A3311011160011974001001,云和东旅游集散服务中心（一期）项目室外配套工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/10/8/art_1229661989_188071.html,8748661.995,14.3,7497603.33,133,丽水市,安徽省
354,A3311011160011925,遂昌县发热疾病诊治中心,http://lssggzy.lishui.gov.cn/art/2022/10/8/art_1229662124_188320.html,11548973.89,6,10856035.46,80,丽水市,安徽省
355,A3311011160011800,丽水市陈道门未来社区项目,http://lssggzy.lishui.gov.cn/art/2022/10/8/art_1229661812_188429.html,9188265.005,8.5,8407262.48,110,丽水市,安徽省
356,A3311011160011972001001,碧湖镇组团道路网工程（一期）开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/9/30/art_1229661852_188114.html,26945915,9.6,24359107.16,85,丽水市,安徽省
357,A3311011160011925001001,遂昌县发热疾病诊治中心开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/9/30/art_1229662124_188165.html,11548973.89,6,10856035.46,80,丽水市,安徽省
358,A3311011160011951001001,缙云县城建成区“污水零直排”建设项目—紫薇花园小区污水零直排工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/9/29/art_1229662089_187864.html,5166956.125,10.7,4614091.82,93,丽水市,安徽省
359,A3311011160011899001001,中山街公交首末站驾驶员宿舍及配套用房开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/9/29/art_1229661812_188236.html,30709768.25,9,27945889.11,141,丽水市,安徽省
360,A3311011160011976001001,青田县环巨浦乡生态护岸工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/9/29/art_1229661956_188527.html,25918339.6,9.6,23430179,0,丽水市,安徽省
361,A3311011160011985001001,侨乡青田海溪粉干乡愁产业园场地平整及边坡治理一期项目—边坡治理开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/9/28/art_1229661956_188526.html,1380451.006,10.5,1235503.65,9,丽水市,安徽省
362,A3311011160011888001001,遂昌县风貌区沿线村容村貌整治提升- 王村口镇开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/9/27/art_1229662124_188158.html,6976146.972,9.5,6313413.01,86,丽水市,安徽省
363,A3311011160011990001001,青田县侨乡小微食品产业园土石方平整和边坡防护工程一期开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/9/27/art_1229661956_188525.html,57035389,12.7,49791894.6,129,丽水市,安徽省
364,A3311011160011950001001,丽水市莲都区南明山街道岑山村经济合作社岑山村职工招待所项目开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/9/27/art_1229661812_188227.html,19808619,9.8,17867374.34,114,丽水市,安徽省
365,A3311011160011860001001,碧湖镇人民路延伸段道路工程（文一楼-环西路段）开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/9/27/art_1229661852_188107.html,11418037,6.8,10641610.48,64,丽水市,安徽省
366,A3311011160011909001001,松阳县枫坪乡卫生院建设项目开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/9/27/art_1229662157_188028.html,14059682,3.3,13595712.49,113,丽水市,安徽省
367,A3311011160011888,遂昌县风貌区沿线村容村貌整治提升- 王村口镇,http://lssggzy.lishui.gov.cn/art/2022/9/27/art_1229662124_188322.html,6976146.972,9.5,6313413.01,86,丽水市,安徽省
368,A3311011160011944001001,高溪区块W11、T9、T10、T11、??E1E2、??E2E3边坡工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/9/26/art_1229661852_188103.html,17348356.48,8.4,15891094.54,136,丽水市,安徽省
369,A3311011160011896,遂昌县人民医院湖山分院服务能力提升项目,http://lssggzy.lishui.gov.cn/art/2022/9/26/art_1229662124_188319.html,28728088.04,6.6,26832034.23,133,丽水市,安徽省
370,A3311011160011982001001,侨乡青田海溪粉干乡愁产业园场地平整及边坡治理一期项目开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/9/26/art_1229661956_188524.html,6052860.476,15.9,5090455.66,112,丽水市,安徽省
371,A3311011160011969,丽水市城市风廊及配套设施（寿元路及望城路）项目,http://lssggzy.lishui.gov.cn/art/2022/9/26/art_1229661812_188405.html,120824924.4,11,107534182.7,114,丽水市,安徽省
372,A3311011160011969001001,丽水市城市风廊及配套设施（寿元路及望城路）项目开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/9/26/art_1229661812_188223.html,120824924.4,11,107534182.7,114,丽水市,安徽省
373,A3311011160011461,丽水南城东扩景观绿化工程-绿源路、通济街（胡七渠-秀山路）南侧等节点景观绿化工程,http://lssggzy.lishui.gov.cn/art/2022/9/25/art_1229661812_188580.html,21538679,6.8,20074048.83,260,丽水市,安徽省
374,A3311011160011737,遂昌县后江路网三期工程,http://lssggzy.lishui.gov.cn/art/2022/9/23/art_1229662124_188306.html,96388124.05,6.6,90026507.86,39,丽水市,安徽省
375,A3311011160011737001001,遂昌县后江路网三期工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/9/23/art_1229662124_188152.html,96388124.05,6.6,90026507.86,39,丽水市,安徽省
376,A3311011160011896004001,遂昌县人民医院湖山分院服务能力提升项目开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/9/23/art_1229662124_188149.html,28728088.04,6.6,26832034.23,133,丽水市,安徽省
377,A3311011160011865001001,缙云县冷链物流综合小微园（检测中心及配套设施）三通一平工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/9/20/art_1229662089_187855.html,34666012,8.7,31650068.96,176,丽水市,安徽省
378,A3311011160011891001001,公交站点无障碍改造项目开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/9/19/art_1229661812_188218.html,5112374.002,13.8,4406866.39,74,丽水市,安徽省
379,A3311011160011875,风貌区沿线村容村貌整治提升-龙洋乡,http://lssggzy.lishui.gov.cn/art/2022/9/17/art_1229662124_188326.html,4934431.044,9,4490332.25,66,丽水市,安徽省
380,A3311011160011875001001,风貌区沿线村容村貌整治提升-龙洋乡开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/9/17/art_1229662124_188139.html,4934431.044,9,4490332.25,66,丽水市,安徽省
381,A3311011160011854,2022-2025年农村生活污水治理设施提升改造项目（2022年农村生活污水治理设施提升改造项目--遂昌县金竹镇夏东村至金竹村、王川村云内生活污水处理设施提升改造）,http://lssggzy.lishui.gov.cn/art/2022/9/16/art_1229662124_188329.html,4958618.917,6.7,4626391.45,79,丽水市,安徽省
382,A3311011160011835001001,东源镇东源村饮用水达标提标工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/9/15/art_1229661956_188519.html,12203380.4,7.2,11324737.01,139,丽水市,安徽省
383,A3311011160011854001001,2022-2025年农村生活污水治理设施提升改造项目（2022年农村生活污水治理设施提升改造项目--遂昌县金竹镇夏东村至金竹村、王川村云内生活污水处理设施提升改造）开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/9/15/art_1229662124_188136.html,4958618.917,6.7,4626391.45,79,丽水市,安徽省
384,A3311011160011877001001,云和县中心城区2022年老旧小区综合改造提升项目—南山小区开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/9/15/art_1229661989_188056.html,7596914.554,10.4,6806835.44,128,丽水市,安徽省
385,A3311011160011728001001,环城东路延伸（凤栖云镜入口至翡翠湾小区段）工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/9/15/art_1229662190_187873.html,6824315.58,8.6,6237424.44,100,丽水市,安徽省
386,A3311011160011803001001,景宁县红星街道团结小区公寓安置二期工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/9/14/art_1229662190_187865.html,43275816.53,9.3,39251165.59,151,丽水市,安徽省
