序号,id,项目名称,网址,zbkzj,下浮率,kbjj,投标单位数量,city,province
515,A3311011160011381001001,金竹集镇至湖山金竹污水处理厂污水主管网及附属工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/7/8/art_1229662124_187884.html,5538965.127,17.3,4580724.16,149,丽水市,安徽省
516,A3311011160011381,金竹集镇至湖山金竹污水处理厂污水主管网及附属工程,http://lssggzy.lishui.gov.cn/art/2022/7/8/art_1229662124_188382.html,5538965.127,17.3,4580724.16,149,丽水市,安徽省
517,A3311011160011395002001,缙云县新建镇洋山区块组团配套项目-新建跨溪大桥工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/7/7/art_1229662089_187777.html,7839475.889,13.9,6749788.74,108,丽水市,安徽省
518,A3311011160011480001001,云和梯田游客服务中心拆迁安置项目二期室外配套工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/7/6/art_1229661989_187999.html,5208832.174,8,4792125.6,135,丽水市,安徽省
519,A3311011160011343001001,云和县梧桐坑流域综合治理工程监理开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/7/6/art_1229661989_187990.html,1681272.649,9.4,1523233.02,12,丽水市,安徽省
520,A3311011160011444001001,浙江省中波发射管理中心云和广播转播台建设工程一期开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/7/5/art_1229661989_187983.html,12081019,11.1,10740025.89,177,丽水市,安徽省
521,A3311011160011460001001,大港头垃圾中转站项目开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/7/5/art_1229661852_187908.html,4771762,6.5,4461597.47,94,丽水市,安徽省
522,A3311011160011331001001,松阳县项弄村综合楼及文化礼堂工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/7/5/art_1229662157_187914.html,5467597.998,8.6,4997384.57,74,丽水市,安徽省
523,A3311011160011481001001,缙云综合客运枢纽土石方工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/7/5/art_1229662089_187769.html,26395036.48,2,25867135.75,232,丽水市,安徽省
524,A3311011160011369001001,莲都学校（大洋路小学）改扩建工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/7/4/art_1229661852_187901.html,42474147.01,5.5,40138068.92,46,丽水市,安徽省
525,A3311011160011422001001,常宅路(河堤路-平东路)道路工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/7/1/art_1229661812_187985.html,10880383.38,6.5,10173158.46,156,丽水市,安徽省
526,A3311011160011426001001,缙云县2022年普通省道大中修工程（S219磐缙线、S333六东线）开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/7/1/art_1229662089_187760.html,12151043.64,3,11786512.33,4,丽水市,安徽省
527,A3311011160011302,遂昌县国家气象观测站迁移工程,http://lssggzy.lishui.gov.cn/art/2022/7/1/art_1229662124_188391.html,8082322.987,9.6,7306419.98,102,丽水市,安徽省
528,A3311011160011302001001,遂昌县国家气象观测站迁移工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/7/1/art_1229662124_187876.html,8082322.987,9.6,7306419.98,102,丽水市,安徽省
529,A3311011160011443001001,缙云县中医医院迁建项目与缙云县中医医院感染楼及门诊楼建设工程-装修工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/6/30/art_1229662089_187741.html,82933467.18,7.3,76879324.08,38,丽水市,安徽省
530,A3311011160011424001001,寿元路(市场1#路-好溪路)道路工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/6/30/art_1229661812_187978.html,13791653.56,8.6,12605571.35,144,丽水市,安徽省
531,A3311011160011450001001,丽水宏盛电力有限公司仓储用房项目开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/6/29/art_1229661989_187975.html,3963360.999,5.9,3729522.7,61,丽水市,安徽省
532,A3311011160011416,丽水护士学校西侧道路工程,http://lssggzy.lishui.gov.cn/art/2022/6/29/art_1229661812_188583.html,4743826.757,11.2,4212518.16,101,丽水市,安徽省
533,A3311011160011429,遂昌县高坪乡美丽城镇样板乡镇创建工程,http://lssggzy.lishui.gov.cn/art/2022/6/29/art_1229662124_188380.html,5580571.912,4.8,5312704.46,78,丽水市,安徽省
534,A3311011160011429001001,遂昌县高坪乡美丽城镇样板乡镇创建工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/6/29/art_1229662124_187868.html,5580571.912,4.8,5312704.46,78,丽水市,安徽省
535,A3311011160011416001001,丽水护士学校西侧道路工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/6/29/art_1229661812_187964.html,4743826.757,11.2,4212518.16,101,丽水市,安徽省
536,A3311011160011380,浙江省中波发射管理中心遂昌县广播转播台建设项目--办公区(土建),http://lssggzy.lishui.gov.cn/art/2022/6/28/art_1229662124_188383.html,41500144.42,7,38595134.31,66,丽水市,安徽省
537,A3311011160011398001001,青田县塔山路提升改造工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/6/28/art_1229661956_188478.html,18753717.92,6.3,17572233.69,148,丽水市,安徽省
538,A3311011160011397001001,庆元县2022年度普通省道公路养护大中修工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/6/28/art_1229662056_187815.html,11240622.4,2,11015809.95,5,丽水市,安徽省
539,A3311011160011380001001,浙江省中波发射管理中心遂昌县广播转播台建设项目--办公区(土建)开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/6/27/art_1229662124_187858.html,41500144.42,7,38595134.31,66,丽水市,安徽省
540,A3311011160011239001001,松阳县大东坝镇山头村居酒屋民宿综合体开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/6/27/art_1229662157_187899.html,4590118,8,4222908.56,76,丽水市,安徽省
541,A3311011160011377,遂昌县市民中心市政配套工程,http://lssggzy.lishui.gov.cn/art/2022/6/24/art_1229662124_188384.html,7030654.134,10.5,6292435.45,130,丽水市,安徽省
542,A3311011160011355001001,云和县木制玩具产业创新服务综合体-云北木玩智创空间项目-幕墙工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/6/24/art_1229661989_187967.html,12142348.32,6.5,11353095.68,9,丽水市,安徽省
543,A3311011160011377001001,遂昌县市民中心市政配套工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/6/24/art_1229662124_187847.html,7030654.134,10.5,6292435.45,130,丽水市,安徽省
544,A3311011160011395001001,缙云县新建镇洋山区块组团配套项目-工业二路工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/6/23/art_1229662089_187732.html,6081670.262,8.5,5564728.29,121,丽水市,安徽省
545,A3311011160011373001001,青田环球购物中心工程—商业综合体室内公共区域装修工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/6/23/art_1229661956_188476.html,23324127.51,4.6,22251217.64,9,丽水市,安徽省
546,A3311011160011346001001,缙云县壶镇老镇区有机更新改造工程-壶镇老镇区配套停车场项目开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/6/23/art_1229662089_187723.html,29057046.83,5.9,27342681.07,52,丽水市,安徽省
547,A3311011160011386001001,云和梯田景区天籁云和停车场改造提升项目开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/6/23/art_1229661989_187959.html,12459149.12,3,12085374.65,149,丽水市,安徽省
548,A3311011160011384001001,青田县应急物资储备仓项目—边坡治理工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/6/22/art_1229661956_188475.html,3021466.815,7.7,2788813.87,17,丽水市,安徽省
549,A3311011160011385001001,云和县中心城区2022年老旧小区综合改造提升项目-（党校区块、环宇路区块、中医院宿舍、公园路32-98号，红光路111-112号）开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/6/22/art_1229661989_187951.html,6718231.469,8.8,6127027.1,145,丽水市,安徽省
550,A3311011160011392001001,青田县船寮镇镇区“污水零直排”工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/6/21/art_1229661956_188474.html,53164945.17,9.8,47954780.54,57,丽水市,安徽省
551,A3311011160011382001001,云和县城市有机更新-南山区块改造工程（小徐未来社 区改造区块）开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/6/21/art_1229661989_187944.html,25528135.64,12.3,22388174.96,94,丽水市,安徽省
552,A3311011160011282001001,莲都区2022年普通省道公路养护大中修工程（S328丽浦线）开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/6/21/art_1229661812_187937.html,9049289.919,1,8958797.02,6,丽水市,安徽省
553,A3311011160011388001001,丽水口腔医院工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/6/20/art_1229661812_187904.html,28897605.82,3.9,27770599.19,138,丽水市,安徽省
554,A3311011160011054001001,丽水经济开发区集中区垃圾中转站及公厕三期项目开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/6/20/art_1229661812_187930.html,6871846.997,7.1,6383945.86,108,丽水市,安徽省
555,A3311011160011298001001,2021年遂昌县粮食收储有限公司增建和遂昌县应急救灾物资储备库改建工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/6/17/art_1229662124_187829.html,4307225.509,4.7,4104785.91,70,丽水市,安徽省
556,A3311011160011298,2021年遂昌县粮食收储有限公司增建和遂昌县应急救灾物资储备库改建工程,http://lssggzy.lishui.gov.cn/art/2022/6/17/art_1229662124_188392.html,4307225.509,4.7,4104785.91,70,丽水市,安徽省
557,A3311011160011344001001,工业园区兴昌路西延伸道路工程（和信路-守信路）开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/6/17/art_1229661989_187936.html,5491642.005,17.2,4547079.58,144,丽水市,安徽省
558,A3311011160011014001001,遂昌县龙板山公交首末站项目开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/6/16/art_1229662124_187818.html,4345055.257,6.6,4058281.61,105,丽水市,安徽省
559,A3311011160011345,遂昌县牡丹亭路（好川公园至建材市场段）两侧整治提升工程,http://lssggzy.lishui.gov.cn/art/2022/6/16/art_1229662124_188387.html,4887600.39,7.8,4506367.56,104,丽水市,安徽省
560,A3311011160011327001001,新建南路（处州驾校南侧-高速路）道路改建工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/6/15/art_1229661989_187929.html,7977766.063,7.3,7395389.14,150,丽水市,安徽省
561,A3311011160011345001001,遂昌县牡丹亭路（好川公园至建材市场段）两侧整治提升工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/6/15/art_1229662124_187807.html,4887600.39,7.8,4506367.56,104,丽水市,安徽省
562,A3311011160011280001001,遂昌县三仁畲族乡上簟地质灾害安置小区出让地块基础设施项目开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/6/14/art_1229662124_187793.html,2820912,8,2595239.04,54,丽水市,安徽省
563,A3311011160011312001001,丽水玉溪电站职工运维附属用房修缮改造项目开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/6/14/art_1229661852_187844.html,4498659.71,13.7,3882343.33,148,丽水市,安徽省
564,A3311011160011348001001,复兴路至党校连接道路工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/6/14/art_1229661989_187922.html,4864837.118,18.1,3984301.6,129,丽水市,安徽省
565,A3311011160011325001001,莲都区联城街道社区卫生服务中心迁建项目开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/6/14/art_1229661852_187835.html,50464201.66,8,46427065.53,152,丽水市,安徽省
566,A3311011160011200001001,松阳县西屏街道二村股份经济合作社综合楼开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/6/14/art_1229662157_187891.html,4850289.003,6.7,4525319.64,73,丽水市,安徽省
567,A3311011160011322001001,云和县大庆寺北侧道路工程一标段开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/6/13/art_1229661989_187917.html,1815615.995,15.6,1532379.9,57,丽水市,安徽省
568,A3311011160011280,遂昌县三仁畲族乡上簟地质灾害安置小区出让地块基础设施项目,http://lssggzy.lishui.gov.cn/art/2022/6/13/art_1229662124_188395.html,2820912,8,2595239.04,54,丽水市,安徽省
569,A3311011160011306,遂昌县殡仪馆、公墓迁建工程（AB墓区景观部分）及遂昌县公墓附属配套工程,http://lssggzy.lishui.gov.cn/art/2022/6/10/art_1229662124_188390.html,78149378.45,9.8,70490739.36,76,丽水市,安徽省
570,A3311011160011306001001,遂昌县殡仪馆、公墓迁建工程（AB墓区景观部分）及遂昌县公墓附属配套工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/6/10/art_1229662124_187784.html,78149378.45,9.8,70490739.36,76,丽水市,安徽省
571,A3311011160011269001001,莲都区“四好农村路”项目（榴溪至赤坑公路提升改造工程）开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/6/10/art_1229661852_187825.html,7010790.745,2,6870574.93,83,丽水市,安徽省
572,A3311011160011294001001,国网浙江丽水遂昌县供电公司营销服务用房项目开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/6/10/art_1229662124_187773.html,14743623.96,8,13564134.04,137,丽水市,安徽省
573,A3311011160011300001001,供销社提升改造项目（一期）开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/6/9/art_1229661852_187816.html,4380332.002,3.6,4222640.05,74,丽水市,安徽省
574,A3311011160011313001001,丽水学院职业教育中心项目开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/6/7/art_1229661812_187867.html,155142743.2,5.6,146454749.5,101,丽水市,安徽省
575,A3311011160011262001001,缙云县第二人民医院迁建工程(土建部分）开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/6/2/art_1229662089_187697.html,127792412,4.9,121530583.8,52,丽水市,安徽省
576,A3311011160011230001001,青田县华侨小学新建工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/6/2/art_1229661956_188473.html,73680286.15,3.2,71322516.99,90,丽水市,安徽省
577,A3311011160011234001001,青田县 2022 年县道公路路面工程和 X205 县道东源镇区段路面工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/6/1/art_1229661956_188472.html,41912960.76,2,41074701.54,11,丽水市,安徽省
578,A3311011160011270001001,青田县龙津小区提质改造工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/5/31/art_1229661956_188471.html,8292101.64,7.9,7637025.61,231,丽水市,安徽省
579,A3311011160011092003001,丽水云和长田110KV变电站用地平整工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/5/31/art_1229661989_187902.html,5327348.734,14.7,4544228.47,167,丽水市,安徽省
580,A3311011160011273001001,青田县新建岭小区提质改造工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/5/31/art_1229661956_188469.html,15600941.67,8.6,14259260.69,247,丽水市,安徽省
581,A3311011160011272001001,青田县东苑小区提质改造工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/5/30/art_1229661956_188468.html,19633037.87,10.7,17532302.82,247,丽水市,安徽省
582,A3311011160011271001001,青田县金鹤苑小区提质改造工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/5/30/art_1229661956_188467.html,5969014.596,6,5610873.72,223,丽水市,安徽省
583,A3311011160011267001001,青田县机动车安全技术检测站周边道路工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/5/27/art_1229661956_188466.html,6338453.89,11.3,5622208.6,220,丽水市,安徽省
584,A3311011160011274001001,景宁县红星街道王金垟下山移民安置点基础设施（一期）建设工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/5/27/art_1229662190_187690.html,8403000.195,7.6,7764372.18,222,丽水市,安徽省
585,A3311011160011093001001,北山镇张坪村老村区块基础设施建设工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/5/26/art_1229661956_188465.html,6862775.064,6.2,6437283.01,226,丽水市,安徽省
586,A3311011160011237001001,松阳县大东坝镇石仓泡豆腐标准化工艺展示中心开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/5/26/art_1229662157_187856.html,4925718,4,4728689.28,125,丽水市,安徽省
587,A3311011160011225001001,云和县老云龙公路提升改造工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/5/26/art_1229661989_187894.html,14919498.28,3,14471913.33,7,丽水市,安徽省
588,A3311011160011128001001,第九批历史文化（传统）村落保护利用重点村建设——遂昌县蔡源乡蔡和村（一期）开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/5/24/art_1229662124_187752.html,2511326,9.5,2272750.03,10,丽水市,安徽省
589,A3311011160011222001001,遂昌县园区零星点位环境整治提升工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/5/23/art_1229662124_187743.html,4219044.872,6.2,3957464.09,168,丽水市,安徽省
590,A3311011160011235001001,丽水莲都采桑社区土石方（基坑支护）工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/5/20/art_1229661852_187779.html,30123340.13,14.25,25830764.16,13,丽水市,安徽省
591,A3311011160011186001001,遂昌县城市建成区“污水零直排区”建设项目——水阁、龙谷路地块开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/5/20/art_1229662124_187733.html,6171229.794,7.6,5702216.33,206,丽水市,安徽省
592,A3311011160011147001001,遂昌县“四好农村路”建设-2022年农村公路大中修工程（第一合同）开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/5/19/art_1229662124_187724.html,20691190.22,1,20484278.32,48,丽水市,安徽省
593,A3311011160011216001001,舒洪小学风雨操场工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/5/19/art_1229662089_187691.html,4923210.417,8.8,4489967.9,89,丽水市,安徽省
594,A3311011160011185001001,松阳县竹源乡黄下至红车徐农村道路开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/5/18/art_1229662157_187848.html,9722606.092,2,9528153.97,99,丽水市,安徽省
595,A3311011160011147002001,遂昌县“四好农村路”建设-2022年农村公路大中修工程（第二合同）开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/5/18/art_1229662124_187715.html,27287886.13,2,26742128.41,42,丽水市,安徽省
596,A3311011160011021001001,青田县万山乡万山至光乍坑红色公路工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/5/18/art_1229661956_188464.html,14459769.05,3,14025975.98,1,丽水市,安徽省
597,A3311011160011195001001,鹤溪花园小区改造工程（一期）开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/5/18/art_1229662190_187671.html,10954491.2,10.6,9793315.13,235,丽水市,安徽省
598,A3311011160011183001001,景宁县2022年普通国道路基路面养护工程（G235新海线、G322瑞友线）开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/5/16/art_1229662190_187664.html,33568686.85,2,32897313.11,4,丽水市,安徽省
599,A3311011160011177001001,[青田]青田县高市乡洞背至黄镇农村公路新建工程项目开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/5/13/art_1229661956_188463.html,10078004.84,1,9977224.79,99,丽水市,安徽省
600,A3311011160011171001001,遂昌县“四好农村路”建设-2022年农村公路安防提升工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/5/13/art_1229662124_187705.html,11597015.35,1,11481045.2,24,丽水市,安徽省
601,A3311011160011181001001,丽水市2022年普通国道路基路面养护工程（庆元县）开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/5/13/art_1229662056_187780.html,4308784.253,1,4265696.41,4,丽水市,安徽省
602,A3311011160011164001001,丽水市2022年普通国道路基路面养护工程（遂昌县）开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/5/12/art_1229662124_187695.html,24553337.37,2,24062270.62,5,丽水市,安徽省
603,A3311011160011193001001,莲都区碧湖镇郞奇村50省道东南侧地块项目-室外附属工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/5/12/art_1229661852_187738.html,21483527.36,10.7,19184789.93,252,丽水市,安徽省
604,A3311011160011101001001,新建镇幼儿园（暂名）工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/5/10/art_1229662089_187672.html,17411474.42,4.6,16610546.6,212,丽水市,安徽省
605,A3311011160011184001001,龙泉市2022年普通国道路基路面养护工程（G322瑞友线、G528龙广线）开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/5/10/art_1229661923_187583.html,9929640.165,3,9631750.96,9,丽水市,安徽省
606,A3311011160011162001001,青田县2022年普通国省道公路养护大中修工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/5/10/art_1229661956_188462.html,25512348.01,1,25257224.53,6,丽水市,安徽省
607,A3311011160011173001001,缙云县新建镇建成区排水管道建设工程（四期）开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/5/10/art_1229662089_187678.html,3636615.531,9.6,3287500.44,158,丽水市,安徽省
608,A3311011160011145001001,遂昌县“四好农村路”建设-2022年农村公路提升改善工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/5/10/art_1229662124_187688.html,52434457.18,1,51910112.61,19,丽水市,安徽省
609,A3311011160011090001001,北山镇吴山区块华侨回乡兴业安居拆迁安置工程基础设施项目（一期）开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/5/9/art_1229661956_188461.html,28766366.06,10.6,25717131.26,212,丽水市,安徽省
610,A3311011160011152001001,缙云县2022年普通国道路基路面养护工程（G330洞合线）开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/5/7/art_1229662089_187666.html,10266503.2,2,10061173.14,4,丽水市,安徽省
611,A3311011160011127001001,缙云县大桥北路三里灯具市场段道路拓宽改造工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/5/6/art_1229662089_187648.html,20412412.68,8.1,18759007.25,233,丽水市,安徽省
612,A3311011160011098001001,遂昌县上江区块（飞龙路沿线）环境整治提升项目开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/5/6/art_1229662124_187682.html,4776037.567,10.4,4279329.66,172,丽水市,安徽省
613,A3311011160010981001001,松阳县人民医院给排水提升改造工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/5/4/art_1229662157_187831.html,5988111.001,8.1,5503074.01,192,丽水市,安徽省
614,A3311011160011080001001,遂昌县公路应急保障基地工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/4/29/art_1229662124_187675.html,7274698.257,6.5,6801842.87,127,丽水市,安徽省
615,A3311011160011091001001,青田县东堡山华侨文化旅游项目配套市政道路及管线工程一期一标段开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/4/29/art_1229661956_188460.html,55648505.59,8.8,50751437.1,119,丽水市,安徽省
616,A3311011160011095001001,景宁县公安局鹤溪派出所技术业务用房工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/4/29/art_1229662190_187640.html,29201154.22,8.9,26602251.49,199,丽水市,安徽省
617,A3311011160011060001001,丽水南城七百秧G10-G13地块规划支路工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/4/28/art_1229661812_187799.html,22201747,11.3,19692949.59,250,丽水市,安徽省
618,A3311011160011042001001,沙溪村民俗街区项目开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/4/28/art_1229661852_187720.html,4921081,8,4527394.52,188,丽水市,安徽省
619,A3311011160011074001001,青田县鸣山路道路改造及综合管线工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/4/26/art_1229661956_188459.html,6870157.052,7.4,6361765.43,219,丽水市,安徽省
620,A3311011160011078001001,遂昌县连头区块环境整治提升项目开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/4/24/art_1229662124_187670.html,6967659.072,6.2,6535664.21,213,丽水市,安徽省
621,A3311011160010977001001,丽水水阁公园及地下停车场提升改造项目-智慧化及照明工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/4/22/art_1229661812_187797.html,13869621.71,6.5,12968096.3,22,丽水市,安徽省
622,A3311011160011055001001,松阳县南城2号、3号地块间道路工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/4/22/art_1229662157_187822.html,4272945,11.6,3777283.38,177,丽水市,安徽省
623,A3311011160011011002001,大港头高地区块安置小区项目基础设施及配套工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/4/21/art_1229661852_187702.html,9086943.004,7.8,8378161.45,92,丽水市,安徽省
624,A3311011160011075001001,船寮市场监管所业务综合用房工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/4/21/art_1229661956_188458.html,8079247.234,7.8,7449065.95,151,丽水市,安徽省
625,A3311011160011006001001,龙泉市锦溪镇竹木加工小微园厂房联建项目开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/4/21/art_1229661923_187571.html,10781430.26,8,9918915.84,107,丽水市,安徽省
626,A3311011160011061001001,丽水南城F-12-5地块规划支路工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/4/20/art_1229661812_187788.html,11351892,9.7,10250758.48,239,丽水市,安徽省
627,A3311011160011035001001,松阳高腔传承中心（老剧院）改造提升工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/4/20/art_1229662157_187812.html,6417890,7.3,5949384.03,96,丽水市,安徽省
628,A3311011160011049001001,丽水富岭高速互通绿化提升工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/4/19/art_1229661812_187782.html,7295352,8,6711723.84,126,丽水市,安徽省
629,A3311011160010983001001,松阳县殡仪馆改扩建项目开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/4/19/art_1229662157_187800.html,8968909.002,9.8,8089955.92,144,丽水市,安徽省
630,A3311011160011059001001,龙泉市兰巨乡便民服务中心提升改造工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/4/18/art_1229661923_187568.html,4486568.998,9.2,4073804.65,161,丽水市,安徽省
631,A3311011160011040001001,新时代职业教育双一流综合实训基地工程—新时代创新“X”综合空间工程-室外附属工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/4/18/art_1229661812_187767.html,8027916.997,9.1,7297376.55,135,丽水市,安徽省
632,A3311011160010987001001,丽景园章巷区块道路网及配套工程（二期）开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/4/15/art_1229662190_187633.html,58575819,14.1,50316628.52,14,丽水市,安徽省
633,A3311011160011044001001,丽水南城七百秧街路面修复工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/4/14/art_1229661812_187750.html,4902955.996,9.6,4432272.22,14,丽水市,安徽省
634,A3311011160011001001001,遂昌县美丽街道-龙谷路改造提升工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/4/7/art_1229662124_187662.html,8457250.782,6.7,7890614.98,13,丽水市,安徽省
635,A3311011160010986001001,百山祖国家公园景宁科研站项目开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/4/6/art_1229662190_187627.html,25182527.8,8.6,23016830.41,13,丽水市,安徽省
636,A3311011160010990001001,丽水学院附中校园危岩整治工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/3/31/art_1229661812_187734.html,10402384,10.5,9310133.68,15,丽水市,安徽省
637,A3311011160010985001001,遂昌县城市建成区“污水零直排区”建设项目——兴居花园周边地块开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/3/30/art_1229662124_187656.html,7586853.702,6,7131642.48,17,丽水市,安徽省
638,A3311011160010994001001,丽水中学校园改造三期工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/3/28/art_1229661812_187710.html,8180598.324,7.5,7567053.45,173,丽水市,安徽省
639,A3311011160010972001001,缙云县城市污水处理厂清洁排放改造工程-市政部分开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/3/25/art_1229662089_187612.html,14668596.08,11.5,12981707.53,221,丽水市,安徽省
640,A3311011160010978001001,云和县公安局执法“三个中心”技术用房项目开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/3/24/art_1229661989_187863.html,30520828.19,5.7,28781140.98,134,丽水市,安徽省
641,A3311011160010967001001,遂昌县城市建成区“污水零直排区”建设项目—茗月山庄周边地块项目开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/3/24/art_1229662124_187649.html,17991292.41,7,16731901.94,228,丽水市,安徽省
642,A3311011160010969001001,丽水市胡村水厂工程（一期）开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/3/22/art_1229661812_187692.html,151307241,10.5,135419980.7,10,丽水市,安徽省
